event_id,query_id,query_text,sku,rank_position,clicked
E02489,Q0010,beaded necklace women,MIR0349,7,0
E02490,Q0035,portefeuille pour femme,MIR0237,4,0
E02491,Q0010,beaded necklace women,MIR0168,1,1
E02492,Q0005,belt leather rwanda,MIR0027,6,0
E02493,Q0083,home decor for women,MIR0246,5,0
E02494,Q0043,cuir bag for women,MIR0389,8,0
E02495,Q0101,cadeau rwanda,MIR0341,9,0
E02496,Q0042,portefeuille rwanda,MIR0292,10,0
E02497,Q0049,leather made in rwanda,MIR0125,9,0
E02498,Q0109,earrings for home,MIR0125,10,0
E02499,Q0035,portefeuille pour femme,MIR0355,7,0
E02500,Q0074,panier home decor rwanda,MIR0234,8,0
E02501,Q0080,wallet for men,MIR0221,4,0
E02502,Q0068,sac cuir salon,MIR0184,10,0
E02503,Q0007,home decor basket,MIR0380,10,1
E02504,Q0070,deco basket rwanda,MIR0329,2,1
E02505,Q0043,cuir bag for women,MIR0284,3,0
E02506,Q0026,small wallet,MIR0013,6,1
E02507,Q0040,cadeau rwanda,MIR0384,8,1
E02508,Q0063,cuire bag,MIR0285,4,0
E02509,Q0001,leather bag for women,MIR0163,1,0
E02510,Q0021,lether bag,MIR0294,7,0
E02511,Q0077,panier pour femme,MIR0276,9,0
E02512,Q0058,cadeau maison,MIR0126,2,1
E02513,Q0033,cuir bag kigali,MIR0286,5,0
E02514,Q0080,wallet for men,MIR0277,8,0
E02515,Q0061,basket for men,MIR0349,8,0
E02516,Q0055,bag made in rwanda,MIR0203,2,0
E02517,Q0076,leather in kigali,MIR0126,3,0
E02518,Q0095,bag for home,MIR0163,3,0
E02519,Q0078,sac gift rwanda,MIR0168,1,1
E02520,Q0020,bracelet femme,MIR0109,7,1
E02521,Q0014,decor mural rwanda,MIR0238,10,0
E02522,Q0030,gift women,MIR0215,3,0
E02523,Q0076,leather in kigali,MIR0369,8,0
E02524,Q0076,leather in kigali,MIR0126,1,1
E02525,Q0056,sac cuir maison,MIR0213,9,0
E02526,Q0006,sandals cuir femme,MIR0062,8,0
E02527,Q0043,cuir bag for women,MIR0106,8,0
E02528,Q0025,feme cadeau,MIR0225,9,0
E02529,Q0063,cuire bag,MIR0348,5,0
E02530,Q0043,cuir bag for women,MIR0238,10,0
E02531,Q0095,bag for home,MIR0095,9,1
E02532,Q0072,decoration maison pour homme,MIR0126,2,1
E02533,Q0060,basket for office,MIR0327,6,1
E02534,Q0005,belt leather rwanda,MIR0240,4,0
E02535,Q0070,deco basket rwanda,MIR0133,6,0
E02536,Q0118,bijoux rwanda,MIR0051,10,0
E02537,Q0001,leather bag for women,MIR0163,3,0
E02538,Q0096,cadeau kigali,MIR0126,5,1
E02539,Q0039,deco basket pour femme,MIR0165,8,0
E02540,Q0011,earrings cadeau,MIR0195,3,0
E02541,Q0031,cadeau leather kigali,MIR0336,5,0
E02542,Q0072,decoration maison pour homme,MIR0365,8,0
E02543,Q0112,bijoux pour femme,MIR0328,2,0
E02544,Q0119,dress for mom,MIR0303,3,0
E02545,Q0088,belt for men,MIR0085,10,0
E02546,Q0045,jewelery,MIR0305,8,0
E02547,Q0100,femme wallet for women,MIR0067,5,0
E02548,Q0107,dress for office,MIR0262,8,0
E02549,Q0120,cadeau leather pour femme,MIR0222,5,0
E02550,Q0028,decor,MIR0246,4,1
E02551,Q0075,bag in kigali,MIR0214,4,1
E02552,Q0103,gift made in rwanda,MIR0168,2,1
E02553,Q0120,cadeau leather pour femme,MIR0311,3,1
E02554,Q0092,bijoux salon,MIR0091,9,0
E02555,Q0020,bracelet femme,MIR0046,1,1
E02556,Q0012,kitenge dress,MIR0297,8,0
E02557,Q0061,basket for men,MIR0285,2,0
E02558,Q0037,femme wallet for women,MIR0221,4,1
E02559,Q0007,home decor basket,MIR0111,10,0
E02560,Q0061,basket for men,MIR0285,5,0
E02561,Q0022,cadeu cuir,MIR0284,5,1
E02562,Q0021,lether bag,MIR0375,2,1
E02563,Q0103,gift made in rwanda,MIR0068,7,0
E02564,Q0006,sandals cuir femme,MIR0338,4,0
E02565,Q0061,basket for men,MIR0039,7,0
E02566,Q0019,basket set,MIR0329,4,1
E02567,Q0110,lether,MIR0329,1,0
E02568,Q0005,belt leather rwanda,MIR0365,8,1
E02569,Q0045,jewelery,MIR0370,5,0
E02570,Q0025,feme cadeau,MIR0126,1,1
E02571,Q0037,femme wallet for women,MIR0269,8,0
E02572,Q0110,lether,MIR0329,1,1
E02573,Q0060,basket for office,MIR0255,6,0
E02574,Q0017,gift for mom rwanda,MIR0241,2,0
E02575,Q0060,basket for office,MIR0237,3,1
E02576,Q0097,basket for office,MIR0376,6,1
E02577,Q0013,table runner home,MIR0390,1,1
E02578,Q0064,cuir bag kigali,MIR0287,8,0
E02579,Q0016,cuir portefeuille,MIR0376,3,0
E02580,Q0041,decor home,MIR0246,1,1
E02581,Q0013,table runner home,MIR0390,1,1
E02582,Q0037,femme wallet for women,MIR0186,8,0
E02583,Q0117,sac gift rwanda,MIR0168,1,1
E02584,Q0017,gift for mom rwanda,MIR0241,1,1
E02585,Q0066,bag in kigali,MIR0184,10,0
E02586,Q0014,decor mural rwanda,MIR0168,10,0
E02587,Q0106,dress made in rwanda,MIR0363,3,0
E02588,Q0075,bag in kigali,MIR0034,4,1
E02589,Q0073,cuir bag pour femme,MIR0237,2,1
E02590,Q0045,jewelery,MIR0207,6,0
E02591,Q0045,jewelery,MIR0358,7,0
E02592,Q0016,cuir portefeuille,MIR0284,2,1
E02593,Q0071,wallet made in rwanda,MIR0373,2,0
E02594,Q0011,earrings cadeau,MIR0128,7,1
E02595,Q0053,lether,MIR0329,2,1
E02596,Q0075,bag in kigali,MIR0034,5,0
E02597,Q0086,bag in kigali,MIR0146,8,0
E02598,Q0086,bag in kigali,MIR0034,1,0
E02599,Q0120,cadeau leather pour femme,MIR0126,2,0
E02600,Q0009,agaseke gift,MIR0359,9,0
E02601,Q0020,bracelet femme,MIR0359,5,0
E02602,Q0056,sac cuir maison,MIR0342,4,0
E02603,Q0044,cadeau maison,MIR0354,6,1
E02604,Q0045,jewelery,MIR0029,7,0
E02605,Q0093,panier rwanda,MIR0223,9,1
E02606,Q0109,earrings for home,MIR0288,2,1
E02607,Q0102,home decor for men,MIR0246,1,0
E02608,Q0002,cadeau en cuir pour femme,MIR0258,8,0
E02609,Q0086,bag in kigali,MIR0034,3,0
E02610,Q0120,cadeau leather pour femme,MIR0126,1,0
E02611,Q0061,basket for men,MIR0125,8,0
E02612,Q0115,decoration maison pour femme,MIR0140,9,0
E02613,Q0107,dress for office,MIR0164,8,0
E02614,Q0098,panier home decor for women,MIR0259,4,0
E02615,Q0045,jewelery,MIR0329,2,1
E02616,Q0013,table runner home,MIR0390,1,1
E02617,Q0009,agaseke gift,MIR0110,8,0
E02618,Q0016,cuir portefeuille,MIR0284,4,0
E02619,Q0091,sac gift for women,MIR0308,6,0
E02620,Q0110,lether,MIR0214,9,0
E02621,Q0048,belt for office,MIR0097,1,1
E02622,Q0096,cadeau kigali,MIR0126,4,0
E02623,Q0104,portefeuille pour femme,MIR0126,5,0
E02624,Q0040,cadeau rwanda,MIR0284,5,0
E02625,Q0061,basket for men,MIR0285,2,1
E02626,Q0025,feme cadeau,MIR0007,8,0
E02627,Q0105,sac gift kigali,MIR0209,7,0
E02628,Q0019,basket set,MIR0039,7,0
E02629,Q0109,earrings for home,MIR0056,4,0
E02630,Q0092,bijoux salon,MIR0277,7,0
E02631,Q0061,basket for men,MIR0356,9,0
E02632,Q0062,bijoux salon,MIR0285,9,0
E02633,Q0049,leather made in rwanda,MIR0062,6,0
E02634,Q0002,cadeau en cuir pour femme,MIR0237,1,0
E02635,Q0084,earrings in kigali,MIR0133,9,0
E02636,Q0049,leather made in rwanda,MIR0126,1,1
E02637,Q0023,jewelery gift,MIR0168,4,0
E02638,Q0019,basket set,MIR0023,8,0
E02639,Q0105,sac gift kigali,MIR0168,5,1
E02640,Q0089,cadeu,MIR0329,2,0
E02641,Q0079,belt for mom,MIR0021,5,0
E02642,Q0116,femme wallet for women,MIR0120,6,0
E02643,Q0023,jewelery gift,MIR0381,3,0
E02644,Q0083,home decor for women,MIR0294,6,0
E02645,Q0075,bag in kigali,MIR0021,2,1
E02646,Q0016,cuir portefeuille,MIR0071,7,0
E02647,Q0106,dress made in rwanda,MIR0275,7,0
E02648,Q0037,femme wallet for women,MIR0269,5,0
E02649,Q0111,decor home,MIR0084,9,0
E02650,Q0080,wallet for men,MIR0221,5,0
E02651,Q0063,cuire bag,MIR0178,1,1
E02652,Q0042,portefeuille rwanda,MIR0329,5,1
E02653,Q0069,decor home,MIR0100,9,0
E02654,Q0031,cadeau leather kigali,MIR0126,2,0
E02655,Q0034,basket in kigali,MIR0247,2,1
E02656,Q0061,basket for men,MIR0285,1,1
E02657,Q0052,cadeau salon,MIR0050,9,0
E02658,Q0097,basket for office,MIR0180,10,0
E02659,Q0017,gift for mom rwanda,MIR0104,7,0
E02660,Q0059,panier home decor rwanda,MIR0197,10,0
E02661,Q0024,baskt home,MIR0380,7,0
E02662,Q0112,bijoux pour femme,MIR0027,5,0
E02663,Q0019,basket set,MIR0397,8,0
E02664,Q0112,bijoux pour femme,MIR0094,7,0
E02665,Q0027,big tote,MIR0108,3,1
E02666,Q0002,cadeau en cuir pour femme,MIR0083,9,0
E02667,Q0008,panier decoration salon,MIR0321,6,0
E02668,Q0094,sac cuir maison,MIR0181,9,0
E02669,Q0037,femme wallet for women,MIR0221,4,1
E02670,Q0069,decor home,MIR0308,6,0
E02671,Q0041,decor home,MIR0028,4,1
E02672,Q0043,cuir bag for women,MIR0100,6,0
E02673,Q0010,beaded necklace women,MIR0276,8,0
E02674,Q0077,panier pour femme,MIR0170,6,0
E02675,Q0087,wallet,MIR0090,6,0
E02676,Q0070,deco basket rwanda,MIR0281,6,0
E02677,Q0111,decor home,MIR0258,10,0
E02678,Q0111,decor home,MIR0001,10,0
E02679,Q0020,bracelet femme,MIR0125,10,0
E02680,Q0001,leather bag for women,MIR0163,3,1
E02681,Q0077,panier pour femme,MIR0191,3,1
E02682,Q0103,gift made in rwanda,MIR0054,9,0
E02683,Q0086,bag in kigali,MIR0034,1,1
E02684,Q0064,cuir bag kigali,MIR0178,6,0
E02685,Q0076,leather in kigali,MIR0126,5,0
E02686,Q0018,house warming gift,MIR0248,5,0
E02687,Q0052,cadeau salon,MIR0284,5,0
E02688,Q0063,cuire bag,MIR0102,3,0
E02689,Q0096,cadeau kigali,MIR0334,7,0
E02690,Q0014,decor mural rwanda,MIR0246,2,0
E02691,Q0094,sac cuir maison,MIR0284,4,1
E02692,Q0024,baskt home,MIR0095,3,1
E02693,Q0003,sac cuir femme kigali,MIR0283,6,0
E02694,Q0067,sac gift pour femme,MIR0390,6,0
E02695,Q0104,portefeuille pour femme,MIR0043,10,0
E02696,Q0069,decor home,MIR0268,7,0
E02697,Q0051,femme wallet kigali,MIR0094,9,1
E02698,Q0030,gift women,MIR0203,9,0
E02699,Q0076,leather in kigali,MIR0126,2,1
E02700,Q0026,small wallet,MIR0096,10,0
E02701,Q0008,panier decoration salon,MIR0023,2,0
E02702,Q0060,basket for office,MIR0281,3,1
E02703,Q0023,jewelery gift,MIR0211,5,0
E02704,Q0061,basket for men,MIR0285,3,1
E02705,Q0023,jewelery gift,MIR0227,10,0
E02706,Q0027,big tote,MIR0071,5,0
E02707,Q0001,leather bag for women,MIR0075,8,0
E02708,Q0066,bag in kigali,MIR0162,7,0
E02709,Q0035,portefeuille pour femme,MIR0125,6,0
E02710,Q0103,gift made in rwanda,MIR0274,10,0
E02711,Q0065,wallet,MIR0373,1,1
E02712,Q0091,sac gift for women,MIR0284,1,1
E02713,Q0045,jewelery,MIR0329,4,0
E02714,Q0060,basket for office,MIR0380,6,0
E02715,Q0009,agaseke gift,MIR0112,4,0
E02716,Q0039,deco basket pour femme,MIR0381,4,0
E02717,Q0022,cadeu cuir,MIR0284,1,0
E02718,Q0054,bag made in rwanda,MIR0369,5,0
E02719,Q0029,cuir,MIR0171,8,0
E02720,Q0119,dress for mom,MIR0121,7,0
E02721,Q0018,house warming gift,MIR0308,3,0
E02722,Q0038,panier home decor kigali,MIR0246,2,0
E02723,Q0059,panier home decor rwanda,MIR0261,8,0
E02724,Q0094,sac cuir maison,MIR0157,8,0
E02725,Q0090,belt for mom,MIR0181,8,0
E02726,Q0045,jewelery,MIR0302,10,0
E02727,Q0112,bijoux pour femme,MIR0090,8,0
E02728,Q0075,bag in kigali,MIR0034,2,0
E02729,Q0082,gift for mom,MIR0062,10,0
E02730,Q0017,gift for mom rwanda,MIR0201,2,1
E02731,Q0119,dress for mom,MIR0321,7,0
E02732,Q0069,decor home,MIR0380,8,0
E02733,Q0062,bijoux salon,MIR0122,8,0
E02734,Q0039,deco basket pour femme,MIR0384,3,0
E02735,Q0010,beaded necklace women,MIR0005,6,0
E02736,Q0062,bijoux salon,MIR0204,7,0
E02737,Q0061,basket for men,MIR0122,6,0
E02738,Q0108,decor home,MIR0246,4,0
E02739,Q0022,cadeu cuir,MIR0064,10,0
E02740,Q0011,earrings cadeau,MIR0116,5,0
E02741,Q0022,cadeu cuir,MIR0284,2,0
E02742,Q0037,femme wallet for women,MIR0230,8,0
E02743,Q0022,cadeu cuir,MIR0036,8,0
E02744,Q0049,leather made in rwanda,MIR0119,5,0
E02745,Q0016,cuir portefeuille,MIR0284,3,1
E02746,Q0010,beaded necklace women,MIR0269,7,0
E02747,Q0068,sac cuir salon,MIR0133,7,1
E02748,Q0016,cuir portefeuille,MIR0057,10,0
E02749,Q0090,belt for mom,MIR0097,1,0
E02750,Q0034,basket in kigali,MIR0379,3,0
E02751,Q0061,basket for men,MIR0285,1,1
E02752,Q0093,panier rwanda,MIR0222,9,0
E02753,Q0086,bag in kigali,MIR0165,3,0
E02754,Q0027,big tote,MIR0071,7,0
E02755,Q0029,cuir,MIR0284,2,0
E02756,Q0061,basket for men,MIR0071,7,0
E02757,Q0062,bijoux salon,MIR0171,9,0
E02758,Q0033,cuir bag kigali,MIR0047,8,1
E02759,Q0118,bijoux rwanda,MIR0329,2,0
E02760,Q0079,belt for mom,MIR0097,1,0
E02761,Q0113,cadeau leather kigali,MIR0108,6,0
E02762,Q0094,sac cuir maison,MIR0284,1,0
E02763,Q0040,cadeau rwanda,MIR0362,8,0
E02764,Q0023,jewelery gift,MIR0238,8,0
E02765,Q0008,panier decoration salon,MIR0146,7,0
E02766,Q0039,deco basket pour femme,MIR0368,9,1
E02767,Q0068,sac cuir salon,MIR0378,6,0
E02768,Q0027,big tote,MIR0108,2,0
E02769,Q0047,baskt,MIR0183,5,0
E02770,Q0053,lether,MIR0062,9,0
E02771,Q0037,femme wallet for women,MIR0221,3,0
E02772,Q0031,cadeau leather kigali,MIR0284,7,1
E02773,Q0055,bag made in rwanda,MIR0139,8,1
E02774,Q0055,bag made in rwanda,MIR0034,1,0
E02775,Q0069,decor home,MIR0246,6,0
E02776,Q0085,decoration maison maison,MIR0321,6,0
E02777,Q0031,cadeau leather kigali,MIR0126,3,0
E02778,Q0001,leather bag for women,MIR0086,7,0
E02779,Q0105,sac gift kigali,MIR0168,1,1
E02780,Q0113,cadeau leather kigali,MIR0126,1,1
E02781,Q0016,cuir portefeuille,MIR0095,6,0
E02782,Q0112,bijoux pour femme,MIR0384,7,0
E02783,Q0086,bag in kigali,MIR0034,1,1
E02784,Q0023,jewelery gift,MIR0160,7,0
E02785,Q0102,home decor for men,MIR0218,8,0
E02786,Q0031,cadeau leather kigali,MIR0126,3,0
E02787,Q0078,sac gift rwanda,MIR0359,10,0
E02788,Q0090,belt for mom,MIR0065,9,0
E02789,Q0061,basket for men,MIR0285,2,1
E02790,Q0014,decor mural rwanda,MIR0246,1,1
E02791,Q0120,cadeau leather pour femme,MIR0176,10,0
E02792,Q0025,feme cadeau,MIR0081,6,0
E02793,Q0050,cadeau kigali,MIR0126,5,0
E02794,Q0085,decoration maison maison,MIR0390,8,1
E02795,Q0028,decor,MIR0259,10,1
E02796,Q0008,panier decoration salon,MIR0324,10,0
E02797,Q0067,sac gift pour femme,MIR0107,9,0
E02798,Q0073,cuir bag pour femme,MIR0362,9,0
E02799,Q0081,home decor made in rwanda,MIR0246,5,0
E02800,Q0013,table runner home,MIR0390,2,1
E02801,Q0042,portefeuille rwanda,MIR0081,4,0
E02802,Q0036,wallet in kigali,MIR0373,4,0
E02803,Q0036,wallet in kigali,MIR0352,5,0
E02804,Q0027,big tote,MIR0364,9,0
E02805,Q0085,decoration maison maison,MIR0329,5,1
E02806,Q0074,panier home decor rwanda,MIR0239,9,0
E02807,Q0069,decor home,MIR0246,2,1
E02808,Q0087,wallet,MIR0324,8,0
E02809,Q0016,cuir portefeuille,MIR0133,2,1
E02810,Q0060,basket for office,MIR0124,9,0
E02811,Q0113,cadeau leather kigali,MIR0379,7,0
E02812,Q0101,cadeau rwanda,MIR0126,2,0
E02813,Q0066,bag in kigali,MIR0034,2,1
E02814,Q0115,decoration maison pour femme,MIR0048,10,0
E02815,Q0006,sandals cuir femme,MIR0244,10,0
E02816,Q0068,sac cuir salon,MIR0284,1,1
E02817,Q0120,cadeau leather pour femme,MIR0126,1,1
E02818,Q0092,bijoux salon,MIR0329,3,0
E02819,Q0052,cadeau salon,MIR0214,3,1
E02820,Q0030,gift women,MIR0214,7,0
E02821,Q0102,home decor for men,MIR0063,10,0
E02822,Q0063,cuire bag,MIR0126,4,0
E02823,Q0047,baskt,MIR0350,9,0
E02824,Q0073,cuir bag pour femme,MIR0327,10,0
E02825,Q0057,wallet for mom,MIR0238,7,1
E02826,Q0005,belt leather rwanda,MIR0159,8,1
E02827,Q0046,decoration maison kigali,MIR0329,1,1
E02828,Q0080,wallet for men,MIR0209,9,0
E02829,Q0097,basket for office,MIR0041,6,0
E02830,Q0072,decoration maison pour homme,MIR0126,3,0
E02831,Q0111,decor home,MIR0257,8,0
E02832,Q0056,sac cuir maison,MIR0284,1,1
E02833,Q0021,lether bag,MIR0034,2,0
E02834,Q0041,decor home,MIR0349,9,0
E02835,Q0044,cadeau maison,MIR0182,1,0
E02836,Q0069,decor home,MIR0182,8,0
E02837,Q0046,decoration maison kigali,MIR0248,9,0
E02838,Q0030,gift women,MIR0284,5,1
E02839,Q0082,gift for mom,MIR0167,6,0
E02840,Q0108,decor home,MIR0249,5,1
E02841,Q0011,earrings cadeau,MIR0158,7,0
E02842,Q0028,decor,MIR0246,1,1
E02843,Q0040,cadeau rwanda,MIR0063,8,1
E02844,Q0083,home decor for women,MIR0047,2,0
E02845,Q0118,bijoux rwanda,MIR0051,6,0
E02846,Q0116,femme wallet for women,MIR0254,5,0
E02847,Q0118,bijoux rwanda,MIR0329,4,0
E02848,Q0016,cuir portefeuille,MIR0284,1,1
E02849,Q0028,decor,MIR0234,9,0
E02850,Q0065,wallet,MIR0373,1,0
E02851,Q0070,deco basket rwanda,MIR0151,6,1
E02852,Q0094,sac cuir maison,MIR0343,10,0
E02853,Q0074,panier home decor rwanda,MIR0246,1,1
E02854,Q0028,decor,MIR0007,7,0
E02855,Q0058,cadeau maison,MIR0298,8,0
E02856,Q0051,femme wallet kigali,MIR0183,8,0
E02857,Q0074,panier home decor rwanda,MIR0246,1,1
E02858,Q0015,crossbody leather,MIR0344,5,0
E02859,Q0082,gift for mom,MIR0312,10,0
E02860,Q0063,cuire bag,MIR0034,5,1
E02861,Q0094,sac cuir maison,MIR0284,3,1
E02862,Q0048,belt for office,MIR0157,4,0
E02863,Q0103,gift made in rwanda,MIR0062,5,0
E02864,Q0010,beaded necklace women,MIR0168,4,1
E02865,Q0011,earrings cadeau,MIR0383,5,0
E02866,Q0075,bag in kigali,MIR0083,9,0
E02867,Q0044,cadeau maison,MIR0379,9,0
E02868,Q0073,cuir bag pour femme,MIR0260,10,0
E02869,Q0014,decor mural rwanda,MIR0330,6,0
E02870,Q0061,basket for men,MIR0055,7,0
E02871,Q0012,kitenge dress,MIR0099,4,0
E02872,Q0084,earrings in kigali,MIR0087,3,1
E02873,Q0091,sac gift for women,MIR0013,9,0
E02874,Q0017,gift for mom rwanda,MIR0109,5,0
E02875,Q0094,sac cuir maison,MIR0368,5,0
E02876,Q0049,leather made in rwanda,MIR0363,4,1
E02877,Q0002,cadeau en cuir pour femme,MIR0343,7,0
E02878,Q0032,wallet made in rwanda,MIR0083,3,1
E02879,Q0055,bag made in rwanda,MIR0398,7,0
E02880,Q0103,gift made in rwanda,MIR0063,3,1
E02881,Q0059,panier home decor rwanda,MIR0104,10,0
E02882,Q0054,bag made in rwanda,MIR0075,4,1
E02883,Q0071,wallet made in rwanda,MIR0373,1,1
E02884,Q0008,panier decoration salon,MIR0123,3,0
E02885,Q0020,bracelet femme,MIR0046,1,0
E02886,Q0105,sac gift kigali,MIR0005,4,0
E02887,Q0100,femme wallet for women,MIR0221,2,1
E02888,Q0048,belt for office,MIR0097,1,1
E02889,Q0108,decor home,MIR0152,1,0
E02890,Q0045,jewelery,MIR0344,6,0
E02891,Q0113,cadeau leather kigali,MIR0250,7,0
E02892,Q0066,bag in kigali,MIR0275,6,0
E02893,Q0024,baskt home,MIR0153,9,0
E02894,Q0065,wallet,MIR0081,6,0
E02895,Q0053,lether,MIR0276,8,0
E02896,Q0090,belt for mom,MIR0090,6,1
E02897,Q0079,belt for mom,MIR0097,3,1
E02898,Q0036,wallet in kigali,MIR0072,3,0
E02899,Q0112,bijoux pour femme,MIR0126,2,0
E02900,Q0015,crossbody leather,MIR0312,10,1
E02901,Q0047,baskt,MIR0329,1,1
E02902,Q0054,bag made in rwanda,MIR0024,3,0
E02903,Q0042,portefeuille rwanda,MIR0101,7,0
E02904,Q0022,cadeu cuir,MIR0284,2,0
E02905,Q0050,cadeau kigali,MIR0126,2,0
E02906,Q0108,decor home,MIR0246,5,0
E02907,Q0115,decoration maison pour femme,MIR0392,7,0
E02908,Q0067,sac gift pour femme,MIR0133,6,1
E02909,Q0120,cadeau leather pour femme,MIR0268,3,0
E02910,Q0117,sac gift rwanda,MIR0400,3,0
E02911,Q0062,bijoux salon,MIR0329,4,1
E02912,Q0029,cuir,MIR0186,7,0
E02913,Q0061,basket for men,MIR0365,5,0
E02914,Q0108,decor home,MIR0252,7,0
E02915,Q0114,panier home decor pour femme,MIR0071,9,0
E02916,Q0068,sac cuir salon,MIR0284,2,1
E02917,Q0094,sac cuir maison,MIR0284,5,0
E02918,Q0038,panier home decor kigali,MIR0246,2,1
E02919,Q0002,cadeau en cuir pour femme,MIR0239,1,0
E02920,Q0029,cuir,MIR0035,8,0
E02921,Q0030,gift women,MIR0195,9,0
E02922,Q0057,wallet for mom,MIR0221,5,1
E02923,Q0104,portefeuille pour femme,MIR0126,1,1
E02924,Q0010,beaded necklace women,MIR0032,8,1
E02925,Q0017,gift for mom rwanda,MIR0344,10,0
E02926,Q0073,cuir bag pour femme,MIR0298,9,0
E02927,Q0107,dress for office,MIR0301,8,0
E02928,Q0066,bag in kigali,MIR0093,8,0
E02929,Q0049,leather made in rwanda,MIR0126,5,1
E02930,Q0034,basket in kigali,MIR0247,1,1
E02931,Q0047,baskt,MIR0260,4,1
E02932,Q0060,basket for office,MIR0285,4,0
E02933,Q0113,cadeau leather kigali,MIR0090,7,0
E02934,Q0096,cadeau kigali,MIR0357,10,0
E02935,Q0052,cadeau salon,MIR0012,7,0
E02936,Q0050,cadeau kigali,MIR0126,3,0
E02937,Q0058,cadeau maison,MIR0359,4,0
E02938,Q0011,earrings cadeau,MIR0034,10,0
E02939,Q0015,crossbody leather,MIR0092,5,0
E02940,Q0055,bag made in rwanda,MIR0034,4,0
E02941,Q0007,home decor basket,MIR0246,1,0
E02942,Q0013,table runner home,MIR0390,5,0
E02943,Q0027,big tote,MIR0108,2,1
E02944,Q0034,basket in kigali,MIR0361,8,0
E02945,Q0028,decor,MIR0246,3,0
E02946,Q0120,cadeau leather pour femme,MIR0215,6,0
E02947,Q0040,cadeau rwanda,MIR0126,1,1
E02948,Q0117,sac gift rwanda,MIR0388,10,0
E02949,Q0040,cadeau rwanda,MIR0344,6,0
E02950,Q0038,panier home decor kigali,MIR0126,7,0
E02951,Q0013,table runner home,MIR0390,2,1
E02952,Q0101,cadeau rwanda,MIR0172,8,0
E02953,Q0115,decoration maison pour femme,MIR0363,10,1
E02954,Q0048,belt for office,MIR0097,2,0
E02955,Q0063,cuire bag,MIR0065,4,0
E02956,Q0069,decor home,MIR0028,3,0
E02957,Q0067,sac gift pour femme,MIR0279,7,1
E02958,Q0023,jewelery gift,MIR0070,3,0
E02959,Q0077,panier pour femme,MIR0027,9,0
E02960,Q0052,cadeau salon,MIR0241,8,0
E02961,Q0077,panier pour femme,MIR0384,6,0
E02962,Q0018,house warming gift,MIR0114,8,0
E02963,Q0046,decoration maison kigali,MIR0149,7,0
E02964,Q0062,bijoux salon,MIR0397,9,0
E02965,Q0094,sac cuir maison,MIR0171,6,0
E02966,Q0050,cadeau kigali,MIR0114,9,0
E02967,Q0010,beaded necklace women,MIR0344,9,0
E02968,Q0067,sac gift pour femme,MIR0103,8,0
E02969,Q0079,belt for mom,MIR0097,2,0
E02970,Q0043,cuir bag for women,MIR0284,2,0
E02971,Q0060,basket for office,MIR0352,7,0
E02972,Q0011,earrings cadeau,MIR0237,3,0
E02973,Q0101,cadeau rwanda,MIR0126,1,1
E02974,Q0011,earrings cadeau,MIR0301,6,1
E02975,Q0072,decoration maison pour homme,MIR0324,9,0
E02976,Q0023,jewelery gift,MIR0368,6,0
E02977,Q0053,lether,MIR0329,2,0
E02978,Q0011,earrings cadeau,MIR0392,8,0
E02979,Q0030,gift women,MIR0331,7,0
E02980,Q0033,cuir bag kigali,MIR0108,1,1
E02981,Q0017,gift for mom rwanda,MIR0241,4,0
E02982,Q0113,cadeau leather kigali,MIR0057,8,0
E02983,Q0120,cadeau leather pour femme,MIR0294,7,1
E02984,Q0006,sandals cuir femme,MIR0328,9,0
E02985,Q0079,belt for mom,MIR0181,10,0
E02986,Q0045,jewelery,MIR0359,8,0
E02987,Q0006,sandals cuir femme,MIR0223,4,0
E02988,Q0048,belt for office,MIR0394,10,0
E02989,Q0032,wallet made in rwanda,MIR0373,2,0
E02990,Q0076,leather in kigali,MIR0390,4,0
E02991,Q0094,sac cuir maison,MIR0214,10,1
E02992,Q0078,sac gift rwanda,MIR0262,7,0
E02993,Q0096,cadeau kigali,MIR0137,9,0
E02994,Q0040,cadeau rwanda,MIR0252,5,1
E02995,Q0049,leather made in rwanda,MIR0126,3,0
E02996,Q0001,leather bag for women,MIR0169,3,0
E02997,Q0112,bijoux pour femme,MIR0285,3,0
E02998,Q0015,crossbody leather,MIR0034,5,0
E02999,Q0001,leather bag for women,MIR0250,10,0
E03000,Q0095,bag for home,MIR0398,8,1
E03001,Q0073,cuir bag pour femme,MIR0128,9,0
E03002,Q0053,lether,MIR0075,8,0
E03003,Q0114,panier home decor pour femme,MIR0308,9,0
E03004,Q0001,leather bag for women,MIR0163,1,0
E03005,Q0016,cuir portefeuille,MIR0284,1,1
E03006,Q0016,cuir portefeuille,MIR0284,2,0
E03007,Q0074,panier home decor rwanda,MIR0048,8,0
E03008,Q0096,cadeau kigali,MIR0114,8,0
E03009,Q0044,cadeau maison,MIR0083,8,0
E03010,Q0057,wallet for mom,MIR0058,4,0
E03011,Q0066,bag in kigali,MIR0177,10,0
E03012,Q0034,basket in kigali,MIR0238,10,0
E03013,Q0074,panier home decor rwanda,MIR0091,1,1
E03014,Q0065,wallet,MIR0399,8,0
E03015,Q0038,panier home decor kigali,MIR0246,3,1
E03016,Q0016,cuir portefeuille,MIR0014,6,0
E03017,Q0037,femme wallet for women,MIR0213,10,0
E03018,Q0045,jewelery,MIR0329,2,1
E03019,Q0082,gift for mom,MIR0241,2,1
